A,X,H,T,F,accession,domain_id,ec,organism_name,protein_name,gene_names,length,source_id,d_type,t_id,f_id,ecod_uid,range
a+b four layers,Carbon-nitrogen hydrolase-like,Metallo-dependent phosphatases,Metallo-dependent phosphatases,Metallophos,Q09496,nD1,4.3.1.27,Caenorhabditis elegans,Serine/threonine-protein phosphatase 6 catalytic subunit (EC 3.1.3.16) (Protein phosphatase pph-6),pph-6 C34C12.3,331,Q09496_F1,AFDB,246.2.1,246.2.1.1,3213747,21-330
a/b three-layered sandwiches,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,His_Phos_2,Q09549,nD1,4.3.1.27,Caenorhabditis elegans,Putative acid phosphatase F26C11.1 (EC 3.1.3.2),F26C11.1,435,Q09549_F1,AFDB,7525.1.1,7525.1.1.2,3236453,"26-125,146-418"
a/b three-layered sandwiches,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,His_Phos_2,Q09549,nD1,4.3.1.27,Caenorhabditis elegans,Putative acid phosphatase F26C11.1 (EC 3.1.3.2),F26C11.1,435,Q09549_F1,AFDB,7525.1.1,7525.1.1.2,3236453,"26-125,146-418"
a+b four layers,Ntn/PP2C,Ntn,"Penicillin acylase, catalytic domain","CBAH,NAAA-beta",Q09551,nD1,4.3.1.27,Caenorhabditis elegans,Probable acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylsphingosine amidohydrolase),asah-2 F27E5.1,401,Q09551_F1,AFDB,210.1.2,210.1.2.3,3213098,36-400
a+b two layers,beta-Grasp,Ubiquitin-related,Ubiquitin-like,221.1.1,Q09564,nD1,4.3.1.27,Caenorhabditis elegans,Protein phosphatase PHLPP-like protein (EC 3.1.3.16) (PH domain and leucine-rich repeat-containing protein phosphatase phlp-2),phlp-2 F43C1.1,1126,Q09564_F1,AFDB,221.1.1,221.1.1.113,3244906,21-130
alpha superhelices,Repetitive alpha hairpins,Glutathione S-transferase (GST)-C,Glutathione S-transferase (GST)-C,GST_C_3,Q09596,nD1,4.3.1.27,Caenorhabditis elegans,Probable glutathione S-transferase 5 (EC 2.5.1.18) (GST class-sigma),gst-5 R03D7.6,207,Q09596_F1,AFDB,109.1.1,109.1.1.7,3234301,1-205
alpha arrays,Insertion subdomain in DsbA-like,Insertion subdomain in DsbA-like,Insertion subdomain in DsbA-like,DSBA,Q09652,nD1,4.3.1.27,Caenorhabditis elegans,Glutathione S-transferase kappa 1 (EC 2.5.1.18) (GST class-kappa),gstk-1 ZK1320.1,226,Q09652_F1,AFDB,3009.1.1,3009.1.1.1,3234570,1-215
a/b three-layered sandwiches,Flavodoxin-like,Class I glutamine amidotransferase-like,Class I glutamine amidotransferase-like,DJ-1_PfpI,Q09675,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Glutathione-independent glyoxalase hsp3102 (EC 4.2.1.130) (Glyoxalase 3 homolog 2) (Heat shock protein 31 homolog 2),hsp3102 SPAC5H10.02c,240,Q09675_F1,AFDB,2007.1.1,2007.1.1.3,3740325,6-240
a/b three-layered sandwiches,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,Phosphoglycerate mutase-like,His_Phos_1,Q09676,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Probable phosphatase SPAC5H10.03 (EC 3.1.3.-),SPAC5H10.03,219,Q09676_F1,AFDB,7525.1.1,7525.1.1.1,3742517,6-219
a/b three-layered sandwiches,"Phosphoglucomutase, first 3 domains","Phosphoglucomutase, first 3 domains","Phosphoglucomutase, first 3 domains",PGM_PMM_I,Q09687,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Phosphoacetylglucosamine mutase 1 (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase),SPAC13C5.05c,518,Q09687_F1,AFDB,7528.1.1,7528.1.1.1,3739661,6-165
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q09737,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Putative pyruvate decarboxylase C13A11.06 (EC 4.1.1.1),SPAC13A11.06 SPAC3H8.01,571,Q09737_F1,AFDB,7574.1.1,7574.1.1.7,3744676,1-190
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q09737,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Putative pyruvate decarboxylase C13A11.06 (EC 4.1.1.1),SPAC13A11.06 SPAC3H8.01,571,Q09737_F1,AFDB,7574.1.1,7574.1.1.7,3744676,1-190
a+b four layers,Ntn/PP2C,Ntn,Class II glutamine amidotransferases,GATase_6,Q09740,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase),SPBC12C2.11 SPBC21D10.02,696,Q09740_F1,AFDB,210.1.3,210.1.3.4,3738829,"1-218,256-335"
a+b four layers,Ntn/PP2C,Ntn,Class II glutamine amidotransferases,GATase_6,Q09740,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing] (GFAT) (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase),SPBC12C2.11 SPBC21D10.02,696,Q09740_F1,AFDB,210.1.3,210.1.3.4,3738829,"1-218,256-335"
beta meanders,Spermidine synthase tetramerisation domain,Spermidine synthase tetramerisation domain,Spermidine synthase tetramerisation domain,Spermine_synt_N,Q09741,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),SPBC12C2.07c,298,Q09741_F1,AFDB,3699.1.1,3699.1.1.1,3738040,11-70
a+b two layers,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase,Glyoxalase,Q09751,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),glo1 SPBC12C2.12c SPBC21D10.03c,302,Q09751_F1,AFDB,211.1.1,211.1.1.1,3738545,6-90
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,DAHP_synth_1,Q09755,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Putative phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase),SPAC24H6.10c,368,Q09755_F1,AFDB,2002.1.1,2002.1.1.35,3742255,26-365
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,DAHP_synth_1,Q09755,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Putative phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase),SPAC24H6.10c,368,Q09755_F1,AFDB,2002.1.1,2002.1.1.35,3742255,26-365
a/b three-layered sandwiches,"Phosphoglucomutase, first 3 domains","Phosphoglucomutase, first 3 domains","Phosphoglucomutase, first 3 domains",PGM_PMM_I,Q09770,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Phosphoacetylglucosamine mutase 2 (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase),SPAC1296.01c SPAC22F3.01,542,Q09770_F1,AFDB,7528.1.1,7528.1.1.1,3742187,11-195
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",CPSase_sm_chain,Q09794,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Multifunctional protein ura1 (Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase) (CPSase-ATCase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5) (Carbamoyl phosphate synthase P) (CPS-P) (CPS-pyr) (CPSase P) (Pyrimidine-specific carbamoyl phosphate synthase); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (ATCase) (EC 2.1.3.2) (Aspartate transcarbamylase)],ura1 SPAC22G7.06c,2244,Q09794_F1,AFDB,2487.1.1,2487.1.1.5,3737790,56-230
a/b three-layered sandwiches,"The ""swivelling"" beta/beta/alpha domains","The ""swivelling"" beta/beta/alpha domain","The ""swivelling"" beta/beta/alpha domain",CPSase_sm_chain,Q09794,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Multifunctional protein ura1 (Pyrimidine-specific carbamoyl phosphate synthase-aspartate carbamoyl transferase) (CPSase-ATCase) [Includes: Glutamine-dependent carbamoyl phosphate synthase (EC 6.3.5.5) (Carbamoyl phosphate synthase P) (CPS-P) (CPS-pyr) (CPSase P) (Pyrimidine-specific carbamoyl phosphate synthase); Glutamine amidotransferase (GATase) (GLNase) (EC 3.5.1.2); Ammonium-dependent carbamoyl phosphate synthase (CPS) (CPSase) (EC 6.3.4.16); Aspartate carbamoyltransferase (ATCase) (EC 2.1.3.2) (Aspartate transcarbamylase)],ura1 SPAC22G7.06c,2244,Q09794_F1,AFDB,2487.1.1,2487.1.1.5,3737790,56-230
a+b two layers,Alpha-beta plaits,EF-G C-terminal domain-like,EF-G C-terminal domain-like,,Q09832,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),tRNA wybutosine-synthesizing protein 2 (tRNA-yW-synthesizing protein 2) (EC 2.5.1.114) (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase),trm12 tyw2 SPAC4G8.06c,418,Q09832_F1,AFDB,304.24.1,NO_F_GROUP,3743130,1-80
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Alpha-amylase,Q09840,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),"Alpha-amylase 2 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)",aah2 SPAC23D3.14c,581,Q09840_F1,AFDB,2002.1.1,2002.1.1.4,3743570,"6-410,506-515"
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,NAD(P)-binding Rossmann-fold domains,adh_short,Q09851,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase) (Triacylglycerol lipase ayr1) (TAG lipase) (EC 3.1.1.3),ayr1 SPAC23D3.11,296,Q09851_F1,AFDB,2003.1.1,2003.1.1.3,3740534,1-290
a/b three-layered sandwiches,Periplasmic binding protein-like II,Periplasmic binding protein-like II,Periplasmic binding protein-like II,Porphobil_deam,Q09899,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),hem3 SPAC24B11.13 SPAC806.01,336,Q09899_F1,AFDB,7523.1.1,7523.1.1.6,3739434,"6-105,206-230"
a/b three-layered sandwiches,Flavodoxin-like,Class I glutamine amidotransferase-like,Class I glutamine amidotransferase-like,DJ-1_PfpI,Q09918,nD1,4.3.1.27,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),Putative glutathione-independent glyoxalase hsp3105 (EC 4.2.1.130) (Glyoxalase 3 homolog 5) (Heat shock protein 31 homolog 5),hsp3105 SPAC1F7.06,251,Q09918_F1,AFDB,2007.1.1,2007.1.1.3,3741236,11-250
alpha superhelices,Repetitive alpha hairpins,Ankyrin repeat,Ankyrin repeat,Ank,Q0D273,nD1,4.3.1.27,Danio rerio (Zebrafish) (Brachydanio rerio),GA-binding protein subunit beta-2 (EC 3.2.1.3) (GA-binding protein transcription factor subunit beta 2b) (Si:dkey-77n11.3),gabpb2b im:7142141 si:dkey-77n11.3 zgc:154003,418,Q0D273_F1,AFDB,109.3.1,109.3.1.1,3921352,"6-160,181-245"
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q0D3D2,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Pyruvate decarboxylase 3 (PDC) (EC 4.1.1.1),PDC3 Os07g0693100 LOC_Os07g49250 OsJ_024667,587,Q0D3D2_F1,AFDB,7574.1.1,7574.1.1.7,3434993,21-205
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q0D3D2,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Pyruvate decarboxylase 3 (PDC) (EC 4.1.1.1),PDC3 Os07g0693100 LOC_Os07g49250 OsJ_024667,587,Q0D3D2_F1,AFDB,7574.1.1,7574.1.1.7,3434993,21-205
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,S-adenosyl-L-methionine-dependent methyltransferases,NAS,Q0D3F2,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Nicotianamine synthase 3 (EC 2.5.1.43) (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-methionine 3-amino-3-carboxypropyltransferase 3) (OsNAS3),NAS3 Os07g0689600 LOC_Os07g48980 OJ1165_F02.29 OsJ_024648 P0597G07.112,343,Q0D3F2_F1,AFDB,2003.1.5,2003.1.5.27,3460933,"16-295,316-340"
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Aminotran_1_2,Q0D4M5,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),alanine transaminase (EC 2.6.1.2),Os07g0617800 OSNPB_070617800,329,Q0D4M5_F1,AFDB,7577.1.1,7577.1.1.1,3433219,1-195
alpha bundles,Terpenoid synthases,Terpenoid synthases,Terpenoid synthases,UbiA,Q0D576,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),"Probable homogentisate phytyltransferase 2, chloroplastic (EC 2.5.1.115) (Vitamin E pathway gene 2-2 protein) (OsVTE2-2)",HPT2 VTE2-2 Os07g0576000 LOC_Os07g38850 OJ1065_B06.2-1 OsJ_24854,379,Q0D576_F1,AFDB,141.1.1,141.1.1.3,3424723,71-379
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q0D673,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable protein phosphatase 2C 62 (OsPP2C62) (EC 3.1.3.16),Os07g0507000 LOC_Os07g32380 OsJ_023427 OSJNBb0062D12.125,290,Q0D673_F1,AFDB,210.2.1,210.2.1.1,3441327,21-290
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,HAD-like,Trehalose_PPase,Q0D6F4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable trehalose-phosphate phosphatase 10 (OsTPP10) (EC 3.1.3.12) (Trehalose 6-phosphate phosphatase),TPP10 Os07g0485000 LOC_Os07g30160 OsJ_24268,359,Q0D6F4_F1,AFDB,2006.1.1,2006.1.1.3,3424277,61-355
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,HAD-like,Trehalose_PPase,Q0D6F4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable trehalose-phosphate phosphatase 10 (OsTPP10) (EC 3.1.3.12) (Trehalose 6-phosphate phosphatase),TPP10 Os07g0485000 LOC_Os07g30160 OsJ_24268,359,Q0D6F4_F1,AFDB,2006.1.1,2006.1.1.3,3424277,61-355
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Alpha-amylase,Q0D9J1,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),"Alpha-amylase isozyme 2A (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (Alpha-amylase isozyme C2)",AMY2A AMY1.5 AMYC2 Os06g0713800 LOC_Os06g49970 OJ1136_F03.12 OsJ_22644,445,Q0D9J1_F1,AFDB,2002.1.1,2002.1.1.4,3452702,11-375
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q0DA21,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Beta-glucosidase 25 (Os6bglu25) (EC 3.2.1.21),BGLU25 Os06g0683300 LOC_Os06g46940,501,Q0DA21_F1,AFDB,2002.1.1,2002.1.1.12,3419413,16-500
alpha bundles,Terpenoid synthases,Terpenoid synthases,Terpenoid synthases,UbiA,Q0DAK7,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),"Homogentisate geranylgeranyltransferase, chloroplastic (OsHGGT) (EC 2.5.1.116)",HGGT Os06g0646900 LOC_Os06g43880 OJ1226_A12.22 OSJNBa0062J02.6,404,Q0DAK7_F1,AFDB,141.1.1,141.1.1.3,3467451,96-400
a+b four layers,Carbon-nitrogen hydrolase-like,Metallo-dependent phosphatases,Metallo-dependent phosphatases,Metallophos,Q0DBD3,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Serine/threonine-protein phosphatase PP2A-1 catalytic subunit (EC 3.1.3.16),PP2A1 Os06g0574500 LOC_Os06g37660 OsJ_020918 OSJNBa0006A22.44,306,Q0DBD3_F1,AFDB,246.2.1,246.2.1.1,3461087,6-300
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Aminotran_1_2,Q0DBN4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Aspartate aminotransferase (EC 2.6.1.1),Os06g0548000 OSNPB_060548000,463,Q0DBN4_F1,AFDB,7577.1.1,7577.1.1.1,3429704,61-385
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q0DBU3,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable protein phosphatase 2C 56 (OsPP2C56) (EC 3.1.3.16),Os06g0526800 Os06g0526950 LOC_Os06g33549 OsJ_020684 OSJNBa0043B22.28 P0001B01.8,352,Q0DBU3_F1,AFDB,210.2.1,210.2.1.1,3441965,81-345
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,HAD-like,Trehalose_PPase,Q0DDI1,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable trehalose-phosphate phosphatase 8 (OsTPP8) (EC 3.1.3.12) (Trehalose 6-phosphate phosphatase),TPP8 Os06g0222100 LOC_Os06g11840 P0516A04.26,500,Q0DDI1_F1,AFDB,2006.1.1,2006.1.1.3,3452896,91-390
a/b three-layered sandwiches,HAD domain-like,HAD domain-related,HAD-like,Trehalose_PPase,Q0DDI1,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable trehalose-phosphate phosphatase 8 (OsTPP8) (EC 3.1.3.12) (Trehalose 6-phosphate phosphatase),TPP8 Os06g0222100 LOC_Os06g11840 P0516A04.26,500,Q0DDI1_F1,AFDB,2006.1.1,2006.1.1.3,3452896,91-390
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q0DHF6,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Pyruvate decarboxylase 1 (PDC) (EC 4.1.1.1),PDC1 Os05g0469600 LOC_Os05g39310 OsJ_018109 OSJNBa0052E20.2,605,Q0DHF6_F1,AFDB,7574.1.1,7574.1.1.7,3437895,36-230
a/b three-layered sandwiches,Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),Thiamin diphosphate-binding fold (THDP-binding),TPP_enzyme_N,Q0DHF6,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Pyruvate decarboxylase 1 (PDC) (EC 4.1.1.1),PDC1 Os05g0469600 LOC_Os05g39310 OsJ_018109 OSJNBa0052E20.2,605,Q0DHF6_F1,AFDB,7574.1.1,7574.1.1.7,3437895,36-230
a/b barrels,TIM beta/alpha-barrel,TIM barrels,TIM barrels,Glyco_hydro_1,Q0DIT2,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Beta-glucosidase 19 (Os5bglu19) (EC 3.2.1.21),BGLU19 Os05g0365600 LOC_Os05g30250 OSJNBa0090H02.2 OSJNBb0111K12.10 P0683B02.14,528,Q0DIT2_F1,AFDB,2002.1.1,2002.1.1.12,3457265,46-510
a/b three-layered sandwiches,PLP-dependent transferases,PLP-dependent transferases,PLP-dependent transferases,Alliinase_C,Q0DKE8,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Tryptophan aminotransferase-related protein 1 (OsTAR1) (EC 2.6.1.27) (Protein FISH BONE-LIKE) (Protein FIB-LIKE),TAR1 FBL Os05g0169300 LOC_Os05g07720,441,Q0DKE8_F1,AFDB,7577.1.1,7577.1.1.12,3420335,21-335
a+b two layers,Alpha-lytic protease prodomain-like,S-adenosylmethionine synthetase,S-adenosylmethionine synthetase,,Q0DKY4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),S-adenosylmethionine synthase 1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1),SAM1 SAMS Os05g0135700 LOC_Os05g04510 OsJ_016271 P0519E07.14,396,Q0DKY4_F1,AFDB,327.17.1,NO_F_GROUP,3459344,11-390
beta barrels,cradle loop barrel,RIFT-related,PK beta-barrel domain-like,PK,Q0DS91,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Pyruvate kinase (EC 2.7.1.40),Os03g0325000 OSNPB_030325000,432,Q0DS91_F1,AFDB,1.1.15,1.1.15.1,3429071,56-155
a/b three-layered sandwiches,Rossmann-like,Rossmann-related,S-adenosyl-L-methionine-dependent methyltransferases,NAS,Q0DSH9,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Nicotianamine synthase 1 (EC 2.5.1.43) (S-adenosyl-L-methionine:S-adenosyl-L-methionine:S-adenosyl-methionine 3-amino-3-carboxypropyltransferase 1) (OsNAS1),NAS1 Os03g0307300 LOC_Os03g19427,332,Q0DSH9_F1,AFDB,2003.1.5,2003.1.5.27,3431532,1-300
beta barrels,OB-fold,Inorganic pyrophosphatase,Inorganic pyrophosphatase,Pyrophosphatase,Q0DYB1,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Soluble inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),IPP Os02g0704900 LOC_Os02g47600 OsJ_007809 P0724B10.39,214,Q0DYB1_F1,AFDB,2.5.1,2.5.1.1,3426387,36-210
a+b four layers,Ntn/PP2C,"Protein serine/threonine phosphatase 2C, catalytic domain","Protein serine/threonine phosphatase 2C, catalytic domain",PP2C,Q0DZT4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Probable protein phosphatase 2C 19 (OsPP2C19) (EC 3.1.3.16),Os02g0599700 LOC_Os02g38780 OsJ_007181,652,Q0DZT4_F1,AFDB,210.2.1,210.2.1.1,3466993,251-520
a+b complex topology,YrdC/RibB,YrdC/RibB,YrdC/RibB,DHBP_synthase,Q0E079,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),"Probable bifunctional riboflavin biosynthesis protein RIBA 2, chloroplastic (OsRIBA2) [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",RIBA2 Os02g0572400 J023020F21 OsJ_07218,553,Q0E079_F1,AFDB,297.1.1,297.1.1.1,3460923,136-340
beta duplicates or obligate multimers,beta-propeller-like,beta-propeller,5-bladed,Glyco_hydro_32N,Q0E0P0,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),"Beta-fructofuranosidase, insoluble isoenzyme 1 (EC 3.2.1.26) (Cell wall beta-fructosidase 1) (Invertase 1) (OsCIN1) (Sucrose hydrolase 1)",CIN1 Os02g0534400 LOC_Os02g33110 B1136H02.14 OJ1112_G07.1,577,Q0E0P0_F1,AFDB,5.1.2,5.1.2.1,3430016,31-370
a+b four layers,Carbon-nitrogen hydrolase-like,Metallo-dependent phosphatases,Metallo-dependent phosphatases,Metallophos,Q0E2S4,nD1,4.3.1.27,Oryza sativa subsp. japonica (Rice),Serine/threonine-protein phosphatase PP2A-3 catalytic subunit (EC 3.1.3.16),PP2A3 Os02g0217600 LOC_Os02g12580 OsJ_005728 P0027A02.2-1 P0027A02.2-2,307,Q0E2S4_F1,AFDB,246.2.1,246.2.1.1,3440418,1-300
a/b barrels,TIM beta/alpha-barrel,TIM barrels,Hypothetical protein Cthe_0052,,Q0E497,nD2,4.3.1.27,Oryza sativa subsp. japonica (Rice),Beta-amylase (EC 3.2.1.2),Os02g0129600 OSNPB_020129600,382,Q0E497_F1,AFDB,2002.1.2,NO_F_GROUP,3424229,236-380
mixed a+b and a/b,Zincin-like,beta-N-acetylhexosaminidase-like domain,beta-N-acetylhexosaminidase-like domain,Glycohydro_20b2,Q0E8H9,nD1,4.3.1.27,Drosophila melanogaster (Fruit fly),beta-N-acetylhexosaminidase (EC 3.2.1.52),Hexo1 Dmel\CG1318 DmHex1 HEX 1 HEX1 HEXO1 CG1318 Dmel_CG1318,622,Q0E8H9_F1,AFDB,2498.2.1,2498.2.1.4,3414306,31-210
a+b four layers,Carbon-nitrogen hydrolase-like,Metallo-dependent phosphatases,Metallo-dependent phosphatases,Metallophos,Q0G819,nD1,4.3.1.27,Caenorhabditis elegans,Serine/threonine-protein phosphatase 2B catalytic subunit (EC 3.1.3.16) (Abnormal chemotaxis protein 6) (Calmodulin-dependent calcineurin subunit A),tax-6 cna-1 C02F4.2,542,Q0G819_F1,AFDB,246.2.1,246.2.1.1,3237433,"36-450,496-510"
